"token_data","proto_data","gloss_data","uid_data"
"qulun","POC","rest the head on ","4670"
"qulun-an","PMP","place where one rests the head: wooden headrest ","4671"
"qulun-an","PWMP","place where one rests the head: wooden headrest ","4671"
"quluŋ-an","POC","rest the head on; wooden headrest ","4672"
"quma","PMP","swiddden; work a swidden ","4688"
"quma","PWMP","swiddden; work a swidden ","4688"
"quma","PCEMP","swiddden; work a swidden ","4688"
"quma","PCMP","swiddden; work a swidden ","4688"
"quma","PEMP","swiddden; work a swidden ","4688"
"quma","PSHWNG","swiddden; work a swidden ","4688"
"quma","POC","swiddden; work a swidden ","4688"
"qumah","PAN","swidden, work a swidden ","4687"
"q<um>ajaw","PAN","to shine, of the sun ","4151"
"q<um>ajaw","PMP","to shine, of the sun ","4151"
"q<um>ajaw","PWMP","to shine, of the sun ","4151"
"quman","PAN","repeat oneself monotonously ","4696"
"quman","PMP","repeat oneself monotonously ","4696"
"quman","PWMP","repeat oneself monotonously ","4696"
"q<um>anit","PMP","to skin an animal ","4215"
"q<um>anit","PWMP","to skin an animal ","4215"
"quman-quman","PWMP","repeat oneself monotonously ","4697"
"q<um>aNiC","PAN","to skin an animal ","4214"
"q<um>aNup","PAN","to hunt, go hunting ","4248"
"q<um>aNup","PMP","to hunt, go hunting ","4248"
"q<um>aNup","PWMP","to hunt, go hunting ","4248"
"q<um>añud","PWMP","move on a current ","4418"
"qumaŋ","PAN","hermit crab ","4701"
"qumaŋ","PMP","hermit crab ","4701"
"qumaŋ","PWMP","hermit crab ","4701"
"qumaŋ","PCEMP","hermit crab ","4701"
"qumaŋ","PCMP","hermit crab ","4701"
"qumaŋ","PEMP","hermit crab ","4701"
"qumaŋ qumaŋ","PMP","hermit crab ","4700"
"qumaŋ qumaŋ","PWMP","hermit crab ","4700"
"qumaŋ qumaŋ","PCEMP","hermit crab ","4700"
"qumaŋ qumaŋ","PEMP","hermit crab ","4700"
"qumaŋ qumaŋ","POC","hermit crab ","4700"
"q<um>aŋqaŋ","PAN","to bark, of a dog ","4411"
"q<um>aŋqaŋ","PMP","to bark, of a dog ","4411"
"q<um>aŋqaŋ","PWMP","to bark, of a dog ","4411"
"q<um>a(m)pelas","PWMP","to sandpaper ","4262"
"qumata","POC","snake ","11074"
"qumay","PMP","unicorn fish, Naso spp. ","4699"
"qumay","PWMP","unicorn fish, Naso spp. ","4699"
"qumay","PCEMP","unicorn fish, Naso spp. ","4699"
"qumay","PEMP","unicorn fish, Naso spp. ","4699"
"qumay","POC","unicorn fish, Naso spp. ","4699"
"q<um>eneŋ","PWMP","become quiet or still ","4462"
"q<um>esep","PAN","suck ","4482"
"q<um>esep","PMP","suck ","4482"
"q<um>esep","PWMP","suck ","4482"
"q<um>etut","PAN","to fart, break wind ","4504"
"q<um>etut","PMP","to fart, break wind ","4504"
"q<um>etut","PWMP","to fart, break wind ","4504"
"qumi","PMP","unicorn fish, Naso  spp. ","4703"
"qumi","PWMP","unicorn fish, Naso  spp. ","4703"
"qumi","PCEMP","unicorn fish, Naso  spp. ","4703"
"qumi","PCMP","unicorn fish, Naso  spp. ","4703"
"q<um>uman","PWMP","do again, repeat ","4698"
"qumun","PMP","earth oven ","4707"
"qumun","PWMP","earth oven ","4707"
"qumun","PCEMP","earth oven ","4707"
"qumun","PCMP","earth oven ","4707"
"qumun","PEMP","earth oven ","4707"
"qumun","POC","earth oven ","4707"
"qumun-a","POC","bake or roast in an earth oven ","4708"
"(q)<um>una","PMP","to do or go first; to lead ","9112"
"(q)<um>una","PWMP","to do or go first; to lead ","9112"
"(q)<um>una","PCEMP","to do or go first; to lead ","9112"
"(q)<um>una","PEMP","to do or go first; to lead ","9112"
"(q)<um>una","POC","to do or go first; to lead ","9112"
"qumun-i","POC","cook in an earth oven ","4709"
"(q)<um>uNah","PAN","to do or go first; to lead ","9111"
"qumuR","PAN","fill the mouth with food or water ","4710"
"qumuR","PMP","fill the mouth with food or water ","4710"
"qumuR","PCEMP","fill the mouth with food or water ","4710"
"qumuR","PCMP","fill the mouth with food or water ","4710"
"qumuR","PEMP","fill the mouth with food or water ","4710"
"qumuR","POC","fill the mouth with food or water ","4710"
"q<um>utút","PWMP","break wind, fart ","4777"
"q<um>uzan","PMP","to rain ","4789"
"q<um>uzan","PWMP","to rain ","4789"
"q<um>uzan","PCEMP","to rain ","4789"
"q<um>uzan","PCMP","to rain ","4789"
"q<um>uzaN","PAN","to rain; it is raining ","4788"
"qumwaŋ","POC","hermit crab ","4702"
"qunap qunap","PMP","fish scales (collective?) ","4745"
"qunap qunap","PWMP","fish scales (collective?) ","4745"
"qunap qunap","PCEMP","fish scales (collective?) ","4745"
"qunap qunap","PEMP","fish scales (collective?) ","4745"
"qunap qunap","POC","fish scales (collective?) ","4745"
"qunap","PCEMP","scale of fish, turtle shell ","7158"
"qunap","PCMP","scale of fish, turtle shell ","7158"
"qunap","PEMP","scale of fish, turtle shell ","7158"
"qunap","PSHWNG","scale of fish, turtle shell ","7158"
"qunap","POC","scale of fish, shell of turtle ","4744"
"qunap-i","POC","to scale a fish ","4746"
"qunap-ia","POC","to scale a fish ","4747"
"qunej","PMP","pith of plants or trees; core or middle of something ","4713"
"qunej","PWMP","pith of plants or trees; core or middle of something ","4713"
"qunej","PCEMP","pith of plants or trees; core or middle of something ","4713"
"qunej","PCMP","pith of plants or trees; core or middle of something ","4713"
"qunej qunej","PWMP","intestines ","4717"
"qunej-en","PPH","pithy; central ","4716"
"qunep","PCEMP","scales of fish or snake ","4718"
"qunep","PCMP","scales of fish or snake ","4718"
"qunep","PEMP","scales of fish or snake ","4718"
"qunep","PSHWNG","scales of fish or snake ","4718"
"qunep","POC","scales of fish or snake ","4718"
"qunus","PMP","move along ","4724"
"qunus","PWMP","move along ","4724"
"qunus","PCEMP","move along ","4724"
"qunus","PEMP","move along ","4724"
"qunus","POC","move along ","4724"
"qunus qunus","PMP","move along ","4725"
"qunus qunus","PWMP","move along ","4725"
"qunus qunus","PCEMP","move along ","4725"
"qunus qunus","PEMP","move along ","4725"
"qunus qunus","POC","move along ","4725"
"(q)uNah","PAN","first, before, anterior in time ","9110"
"(q)uNah","PMP","first, before, anterior in time ","9110"
"(q)uNah","PWMP","first, before, anterior in time ","9110"
"quNuNaŋ","PAN","tree with sticky fruits: Cordia spp. ","4722"
"quNuNaŋ","PMP","tree with sticky fruits: Cordia spp. ","4722"
"quNuNaŋ","PWMP","tree with sticky fruits: Cordia spp. ","4722"
"quNuNaŋ","PCEMP","tree with sticky fruits: Cordia spp. ","4722"
"quNuNaŋ","PCMP","tree with sticky fruits: Cordia spp. ","4722"
"quNuq","PAN","beads, necklace of beads ","4723"
"quNuq","PMP","beads, necklace of beads ","4723"
"quNuq","PWMP","beads, necklace of beads ","4723"
"quŋal","PMP","mournful howl of a dog ","4800"
"quŋal","PWMP","mournful howl of a dog ","4800"
"quŋal","PCEMP","mournful howl of a dog ","4800"
"quŋal","PEMP","mournful howl of a dog ","4800"
"quŋal","POC","mournful howl of a dog ","4800"
"qupa","PMP","hen, egg-laying chicken ","4728"
"qupa","PWMP","hen, egg-laying chicken ","4728"
"qupa","PCEMP","hen, egg-laying chicken ","4728"
"qupa","PEMP","hen, egg-laying chicken ","4728"
"qupa","POC","hen, egg-laying chicken ","4728"
"qumpan","PMP","bait; fodder ","4705"
"qumpan","PWMP","bait; fodder ","4705"
"qumpan","PCEMP","bait; fodder ","4705"
"qumpan","PCMP","bait; fodder ","4705"
"qupuŋ","PAN","bunch, cluster ","4729"
"qupuŋ","PMP","bunch, cluster ","4729"
"qupuŋ","PWMP","bunch, cluster ","4729"
"ququs","PMP","chewing on sugarcane ","4730"
"ququs","PWMP","chewing on sugarcane ","4730"
"ququs","PCEMP","chewing on sugarcane ","4730"
"ququs","PEMP","chewing on sugarcane ","4730"
"ququs","POC","chewing on sugarcane ","4730"
"ququs-en","PWMP","be chewed on, of sugarcane ","4732"
"quraŋ","POC","shrimp, crayfish, lobster ","4633"
"quray","PWMP","unravel, loosen, undo ","4733"
"quriaw","PAN","noise, clamor ","4734"
"quriaw","PMP","noise, clamor ","4734"
"quriaw","PWMP","noise, clamor ","4734"
"qurit","PMP","stroke, stripe, line ","4736"
"qurit","PWMP","stroke, stripe, line ","4736"
"qurit","PCEMP","stroke, stripe, line ","4736"
"qurit","PCMP","stroke, stripe, line ","4736"
"quruŋ","PMP","gather, collect; swarm around ","4742"
"quruŋ","PWMP","gather, collect; swarm around ","4742"
"quruŋ","PCEMP","gather, collect; swarm around ","4742"
"quruŋ","PCMP","gather, collect; swarm around ","4742"
"quruŋ","PEMP","gather, collect; swarm around ","4742"
"quruŋ","POC","gather, collect; swarm around ","4742"
"quRi","PCEMP","a fruit tree: Spondias dulcis ","4737"
"quRi","PCMP","a fruit tree: Spondias dulcis ","4737"
"quRi","PEMP","a fruit tree: Spondias dulcis ","4737"
"quRi","POC","a fruit tree: Spondias dulcis ","4737"
"quRis","PPH","white ","4735"
"quRuŋ","PWMP","roar, moan ","4740"
"quRut","PMP","massage ","4738"
"quRut","PWMP","massage ","4738"
"quRut","PCEMP","massage ","4738"
"quRut","PCMP","massage ","4738"
"qusan","POC","rain ","10845"
"qusan patu","POC","hail ","7309"
"qusan patu","POC","hail, hailstone ","4795"
"qusan qusan","POC","rain intermittently ","4793"
"qusila","POC","lightning ","4752"
"qusiR","PAN","pursuit (as of enemies or game) ","5853"
"qusiR","PMP","pursuit (as of enemies or game) ","5853"
"qusiR","PWMP","pursuit (as of enemies or game) ","5853"
"qusiR","PCEMP","pursuit (as of enemies or game) ","5853"
"qusiR","PCMP","pursuit (as of enemies or game) ","5853"
"qusuŋ","PMP","carry between two persons ","4754"
"qusuŋ","PWMP","carry between two persons ","4754"
"qusuŋ","PCEMP","carry between two persons ","4754"
"qusuŋ","PEMP","carry between two persons ","4754"
"qusuŋ","POC","carry between two persons ","4754"
"qusur","POC","push, shove ","4727"
"quSaw","PAN","thirst ","4748"
"quSaw-an","PAN","thirsty ","4749"
"quSaw-an","PMP","thirsty ","4749"
"quSaw-an","PWMP","thirsty ","4749"
"quSeNap","PAN","fish scale ","4743"
"quSeŋeC","PAN","anger, angry ","4751"
"quSeŋeC","PMP","anger, angry ","4751"
"quSeŋeC","PWMP","anger, angry ","4751"
"quSuŋ","PAN","edible mushroom (generic) ","4753"
"qutan","PMP","small, wild herbaceous plants; scrub-land, bush ","4631"
"qutan","PWMP","small, wild herbaceous plants; scrub-land, bush ","4631"
"qutan","PCEMP","small, wild herbaceous plants; scrub-land, bush ","4631"
"qutan","PCMP","small, wild herbaceous plants; scrub-land, bush ","4631"
"qutan","PEMP","small, wild herbaceous plants; scrub-land, bush ","4631"
"qutan","POC","small, wild herbaceous plants; scrub-land, bush ","4631"
"qutaŋ","PMP","debt ","4757"
"qutaŋ","PWMP","debt ","4757"
"qutaŋ","PCEMP","debt ","4757"
"qutaŋ","PCMP","debt ","4757"
"qutaŋ","PEMP","debt ","4757"
"qutaŋ","PSHWNG","debt ","4757"
"qutaŋ qutaŋ","PWMP","multiple debts ","4767"
"qutaŋ-an","PWMP","a debt ","4765"
"qutaŋ-en","PWMP","be in debt to someone ","4766"
"qutas","PWMP","cut through, sever, divide by cutting ","4756"
"quntay","PWMP","dangle, hang down loosely ","4719"
"quntay","PWMP","to twist together, make rope ","4720"
"qutin","PMP","penis ","4769"
"qutin","PWMP","penis ","4769"
"qutin","PCEMP","penis ","4769"
"qutin","PCMP","penis ","4769"
"qutin","PEMP","penis ","4769"
"qutin","PSHWNG","penis ","4769"
"qutiN","PAN","penis ","4768"
"quto","POC","pith of a tree ","4771"
"quntu","PMP","tusks of a boar ","4721"
"quntu","PWMP","tusks of a boar ","4721"
"quntu","PCEMP","tusks of a boar ","4721"
"quntu","PCMP","tusks of a boar ","4721"
"qutub","PEMP","submerge a container to fill it ","4772"
"qutub","PSHWNG","submerge a container to fill it ","4772"
"qutub","POC","submerge a container to fill it ","10680"
"qutud","PMP","fish sp. ","4775"
"qutud","PWMP","fish sp. ","4775"
"qutud","PCEMP","fish sp. ","4775"
"qutud","PCMP","fish sp. ","4775"
"qutud","PEMP","fish sp. ","4775"
"qutud","POC","fish sp. ","4775"
"qutun","PMP","green jobfish: Aprion virescens ","9513"
"qutun","PWMP","green jobfish: Aprion virescens ","9513"
"qutun","PCEMP","green jobfish: Aprion virescens ","9513"
"qutun","PEMP","green jobfish: Aprion virescens ","9513"
"qutun","POC","green jobfish: Aprion virescens ","9513"
"qutup-i","POC","fill with liquid ","4773"
"qutup-ia","POC","fill it (imper.); be filled ","4774"
"qutuR","PPH","erect, of the penis ","5885"
"qutut","PMP","flatulence; to fart ","4776"
"qutut","PWMP","flatulence; to fart ","4776"
"qutut","PCEMP","flatulence; to fart ","4776"
"qutut","PEMP","flatulence; to fart ","4776"
"qutut","POC","flatulence; to fart ","4776"
"quyag","PPH","living, alive ","4778"
"quyaS","PAN","to sing; song, tune, melody ","9074"
"quzan","PMP","rain ","4780"
"quzan","PWMP","rain ","4780"
"quzan","PCEMP","rain ","4780"
"quzan","PCMP","rain ","4780"
"quzan","PEMP","rain ","4780"
"quzan","PSHWNG","rain ","4780"
"quzan batu","PMP","hail (lit. ‘stone rain’) ","6499"
"quzan batu","PWMP","hail (lit. ‘stone rain’) ","6499"
"quzan batu","PCEMP","hail (lit. ‘stone rain’) ","6499"
"quzan batu","PEMP","hail (lit. ‘stone rain’) ","6499"
"quzan batu","PMP","hail, hailstone ","4794"
"quzan batu","PWMP","hail, hailstone ","4794"
"quzan buaq","PMP","hail; hailstone ","4796"
"quzan buaq","PWMP","hail; hailstone ","4796"
"quzan buaq","PCEMP","hail; hailstone ","4796"
"quzan buaq","PCMP","hail; hailstone ","4796"
"quzan quzan","PMP","rain intermittently ","4792"
"quzan quzan","PWMP","rain intermittently ","4792"
"quzan-en","PAN","to be rained on ","4790"
"quzan-en","PMP","to be rained on ","4790"
"quzan-en","PWMP","to be rained on ","4790"
"quzan-i","PMP","to rain on (something) ","4791"
"quzan-i","PWMP","to rain on (something) ","4791"
"quzan-i","PCEMP","to rain on (something) ","4791"
"quzan-i","PEMP","to rain on (something) ","4791"
"quzan-i","POC","to rain on (something) ","4791"
"quzaN","PAN","rain ","4779"
"quzuŋ","PMP","mountain peak, cape of land; tip of anything ","4797"
"quzuŋ","PWMP","mountain peak, cape of land; tip of anything ","4797"
"quzuŋ","PCEMP","mountain peak, cape of land; tip of anything ","4797"
"quzuŋ","PCMP","mountain peak, cape of land; tip of anything ","4797"
"quzuŋ","PEMP","mountain peak, cape of land; tip of anything ","4797"
"quzuŋ","POC","mountain peak, cape of land; tip of anything ","4797"
"qunzur","PMP","thrust out, extend forward ","4726"
"qunzur","PWMP","thrust out, extend forward ","4726"
"qunzur","PCEMP","thrust out, extend forward ","4726"
"qunzur","PEMP","thrust out, extend forward ","4726"
"rambayuŋ","PWMP","plant sp. ","4816"
"ra(m)bek","PMP","strike, break ","4850"
"ra(m)bek","PWMP","strike, break ","4850"
"ra(m)bek","PCEMP","strike, break ","4850"
"ra(m)bek","PEMP","strike, break ","4850"
"ra(m)bek","POC","strike, break ","4850"
"ra(m)bit","PWMP","hook together ","4851"
"ra(m)buk","PMP","knock, pound, beat ","4852"
"ra(m)buk","PWMP","knock, pound, beat ","4852"
"ra(m)buk","PCEMP","knock, pound, beat ","4852"
"ra(m)buk","PEMP","knock, pound, beat ","4852"
"ra(m)buk","POC","knock, pound, beat ","4852"
"rambuk","PMP","knock, pound, beat ","11497"
"rambuk","PWMP","knock, pound, beat ","11497"
"rambuk","PCEMP","knock, pound, beat ","11497"
"rambuk","PEMP","knock, pound, beat ","11497"
"rabuk","POC","knock, pound, beat ","11498"
"rabut","PWMP","struggle in rage ","4807"
"radam","PWMP","poor, of vision ","4809"
"ragecik","PWMP","splash, spatter ","11184"
"ragepak","PWMP","slap, sound of collision ","11186"
"rago","POC","to stick, adhere ","12057"
"raŋgut","PWMP","snatch at, pull with a jerk ","4843"
"ra-ina","PMP","mother ","2900"
"ra-ina","PWMP","mother ","2900"
"ra-ina","PCEMP","mother ","2900"
"ra-ina","PCMP","mother ","2900"
"rajup","PWMP","stitch, join ","4811"
"raŋkaŋ","PWMP","forked, as a branch ","4845"
"rakaq","PMP","open ","4812"
"rakaq","PWMP","open ","4812"
"rakaq","PCEMP","open ","4812"
"rakaq","PEMP","open ","4812"
"rakaq","POC","open ","4812"
"rakat","PAN","walk ","4813"
"rakat","PMP","walk ","4813"
"rakat","PWMP","walk ","4813"
"rakat","PCEMP","walk ","4813"
"rakat","PEMP","walk ","4813"
"rakat","POC","walk ","4813"
"raŋkeb","PWMP","unite, do simultaneously ","4846"
"raŋkep","PWMP","crawl ","4847"
"raŋkep","PMP","unite, do simultaneously ","9436"
"raket","PMP","sticky, adhesive ","4814"
"raket","PWMP","sticky, adhesive ","4814"
"raket","PCEMP","sticky, adhesive ","4814"
"raket","PCMP","sticky, adhesive ","4814"
"raki","PCEMP","wind from the northeast (?) ","8547"
"raki","PCMP","wind from the northeast (?) ","8547"
"raki","PEMP","wind from the northeast (?) ","8547"
"raki","POC","wind from the northeast (?) ","8547"
"rakit","POC","join along the length, raft ","12058"
"rakop","POC","embrace ","7078"
"ra(ŋ)kup","PMP","gather in the cupped hands ","4858"
"ra(ŋ)kup","PWMP","gather in the cupped hands ","4858"
"ra(ŋ)kup","PCEMP","gather in the cupped hands ","4858"
"ra(ŋ)kup","PCMP","gather in the cupped hands ","4858"
"ra(ŋ)kup","PEMP","gather in the cupped hands ","4858"
"ra(ŋ)kup","POC","gather in the cupped hands ","4858"
"ralic","POC","buttress root ","7420"
"ralom","POC","insides, area within, inner part of something; between; below, under; deep; mind, feelings ","7089"
"ralom qate","POC","(gloss uncertain) ","7097"
"ramaR","POC","light, luminosity ","8080"
"ramig","PAN","cold (of weather) ","10692"
"ramig","PMP","cold (of weather) ","10692"
"ramig","PWMP","cold (of weather) ","10692"
"ranebut","PWMP","pluck out ","11199"
"rano","POC","lake ","7110"
"ranum","POC","fresh water ","7458"
"raŋ","PWMP","harsh resonant sound ","4856"
"raŋaq","PWMP","important (of people); self-important ","4840"
"raŋ(e)pas","PMP","to plunder, rob ","4857"
"raŋ(e)pas","PWMP","to plunder, rob ","4857"
"raŋ(e)pas","PCEMP","to plunder, rob ","4857"
"raŋ(e)pas","PCMP","to plunder, rob ","4857"
"raŋi","POC","near ","6800"
"rapaR","POC","flat, level, even ","8070"
"rapuR","POC","hearth ","8043"
"raqan","POC","branch, bough ","7202"
"raqan kayu","POC","branch of a tree ","7204"
"raqani","POC","day ","10519"
"raqe","POC","forehead ","6466"
"rara","PMP","red ","4829"
"rara","PWMP","red ","4829"
"rara","PCEMP","red ","4829"
"rara","PCMP","red ","4829"
"rarap","POC","a tree with dense clusters of red flowers, the Indian coral tree, Erythrina indica ","7099"
"ra-rua","POC","two, of people ","10878"
"raRat","POC","sea coast (?) ","6921"
"ra(ŋ)suk","PWMP","insert, put or drive in ","4860"
"rataR","POC","flat or level land ","8136"
"ra(n)tas","PMP","cut through, tear ","4853"
"ra(n)tas","PWMP","cut through, tear ","4853"
"ra(n)tas","PCEMP","cut through, tear ","4853"
"ra(n)tas","PCMP","cut through, tear ","4853"
"rato","POC","small whale sp. ","6810"
"rauC","PAN","peel rattan, bamboo ","4833"
"raun","PEMP","leaf; head hair; classifier used in counting certain types of objects ","6925"
"raun","PSHWNG","leaf; head hair; classifier used in counting certain types of objects ","6925"
"raun","POC","leaf; head hair; classifier used in counting certain types of objects ","6925"
"raun ni taliŋa","POC","the auricle or shell of the ear ","6932"
"raun-raun","POC","foliage, leaves ","6930"
"rauŋ","PWMP","howl, wail ","4834"
"raut","PMP","peel rattan ","11919"
"raut","PWMP","peel rattan ","11919"
"rawan","PMP","strong emotion ","4835"
"rawan","PWMP","strong emotion ","4835"
"rawan","PCEMP","strong emotion ","4835"
"rawan","PCMP","strong emotion ","4835"
"rawaŋ","PPH","submarine cave (?) ","10976"
"rawaq","PWMP","swamp, morass ","4836"
"rawraw","PAN","to rinse ","4839"
"rawraw","PMP","to rinse ","4839"
"rawraw","PWMP","to rinse ","4839"
"raya","POC","upriver, toward the interior ","7211"
"rebaq","PWMP","collapse, fall down, as a house ","4861"
"rebas","PWMP","collapse, fall into ruin ","4862"
"rebuk","PMP","dry rot in wood ","4864"
"rebuk","PWMP","dry rot in wood ","4864"
"rebuk","PCEMP","dry rot in wood ","4864"
"rebuk","PCMP","dry rot in wood ","4864"
"rembur","PMP","mix together ","4871"
"rembur","PWMP","mix together ","4871"
"rembur","PCEMP","mix together ","4871"
"rembur","PCMP","mix together ","4871"
"re(m)but","PWMP","confusion ","4889"
"recik","PMP","speckled, stained ","4865"
"recik","PWMP","speckled, stained ","4865"
"recik","PCEMP","speckled, stained ","4865"
"recik","PCMP","speckled, stained ","4865"
"rendeŋ","PWMP","wet season ","4875"
"regaw","PWMP","wander, stray ","4866"
"re(ŋ)geŋ","PMP","dull resonance ","4894"
"re(ŋ)geŋ","PWMP","dull resonance ","4894"
"re(ŋ)geŋ","PCEMP","dull resonance ","4894"
"re(ŋ)geŋ","PCMP","dull resonance ","4894"
"re(ŋ)guk","PMP","deep throaty sound ","4895"
"re(ŋ)guk","PWMP","deep throaty sound ","4895"
"re(ŋ)guk","PCEMP","deep throaty sound ","4895"
"re(ŋ)guk","PCMP","deep throaty sound ","4895"
"rekaŋ","PWMP","wide apart (as the legs) ","9082"
"reŋkeg","PWMP","keep quiet ","4888"
"reken","PAN","coiled base on which hot cooking pots are set ","4868"
"reken","PMP","coiled base on which hot cooking pots are set ","4868"
"reken","PWMP","coiled base on which hot cooking pots are set ","4868"
"reken","PCEMP","coiled base on which hot cooking pots are set ","4868"
"reken","PCMP","coiled base on which hot cooking pots are set ","4868"
"re(ŋ)kik","PWMP","have a squeaky voice ","4899"
"rekut","PMP","curled or crumpled up ","4869"
"rekut","PWMP","curled or crumpled up ","4869"
"rekut","PCEMP","curled or crumpled up ","4869"
"rekut","PCMP","curled or crumpled up ","4869"
"remay","PWMP","crumble, break into small pieces ","4870"
"remek","PMP","crush, pulverize; crumble ","4873"
"remek","PWMP","crush, pulverize; crumble ","4873"
"remek","PCEMP","crush, pulverize; crumble ","4873"
"remek","PCMP","crush, pulverize; crumble ","4873"
"reneb","PPH","to sink, soak into ","12327"
"reŋat","PWMP","crack, split open ","4885"
"reŋeC","PAN","angry, annoyed ","4886"
"reŋet","PMP","angry ","11921"
"reŋet","PWMP","angry ","11921"
"reŋet","PCEMP","angry ","11921"
"reŋet","PCMP","angry ","11921"
"reŋiC","PAN","grimace at pain ","4887"
"reŋit","PWMP","gnat, midge ","10936"
"reŋit","PMP","grimace at pain ","11922"
"reŋit","PCEMP","grimace at pain ","11922"
"reŋit","PCMP","grimace at pain ","11922"
"re(ŋ)kaq","PMP","force open ","4896"
"re(ŋ)kaq","PWMP","force open ","4896"
"re(ŋ)kaq","PCEMP","force open ","4896"
"re(ŋ)kaq","PEMP","force open ","4896"
"reŋut","PMP","wrinkled; frown ","4893"
"reŋut","PWMP","wrinkled; frown ","4893"
"reŋut","PCEMP","wrinkled; frown ","4893"
"reŋut","PCMP","wrinkled; frown ","4893"
"repag","PWMP","to slap ","4878"
"repek","PMP","brittle, friable; to crumble ","4880"
"repek","PWMP","brittle, friable; to crumble ","4880"
"repek","PCEMP","brittle, friable; to crumble ","4880"
"repek","PCMP","brittle, friable; to crumble ","4880"
"repeŋ","PWMP","equal in dimentions ","11779"
"rempun","PMP","gather together ","4874"
"rempun","PWMP","gather together ","4874"
"rempun","PCEMP","gather together ","4874"
"rempun","PCMP","gather together ","4874"
"reput","PMP","rotten to brittleness, of wood ","4882"
"reput","PWMP","rotten to brittleness, of wood ","4882"
"reput","PCEMP","rotten to brittleness, of wood ","4882"
"reput","PCMP","rotten to brittleness, of wood ","4882"
"rere","POC","be afraid of something ","6912"
"rere","POC","to flow, stream, move out rapidly ","6913"
"re(n)tes","PWMP","separate, remove ","4891"
"retiq","PWMP","popped rice ","4883"
"retuk","PMP","hit, pound, chop ","4884"
"retuk","PWMP","hit, pound, chop ","4884"
"retuk","PCEMP","hit, pound, chop ","4884"
"retuk","PEMP","hit, pound, chop ","4884"
"re(n)zak","PMP","step on, place one's foot on ","4892"
"re(n)zak","PWMP","step on, place one's foot on ","4892"
"re(n)zak","PCEMP","step on, place one's foot on ","4892"
"re(n)zak","PCMP","step on, place one's foot on ","4892"
"riak","PPH","noisy ","12139"
"riba","PMP","lap ","4903"
"riba","PWMP","lap ","4903"
"riba","PCEMP","lap ","4903"
"riba","PCMP","lap ","4903"
"rimbit","PWMP","encumbered ","4909"
"ribut","PMP","storm ","11489"
"ribut","PWMP","storm ","11489"
"ribut","PCEMP","storm ","11489"
"ribut","PCMP","storm ","11489"
"ricik","PWMP","sound of splashing, etc. ","4904"
"ridriŋ","POC","wall of a house ","9508"
"rikas","PMP","quick, fast ","4906"
"rikas","PWMP","quick, fast ","4906"
"rikas","PCEMP","quick, fast ","4906"
"rikas","PCMP","quick, fast ","4906"
"riken","PWMP","coiled base on which cooking pots are set or on which loads are placed for carrying on the head ","4907"
"ri(ŋ)kep","PWMP","cover ","4925"
"rikit","POC","little, small ","10066"
"rikut","PWMP","grass ","4908"
"rilop","POC","flash ","12074"
"rinis","PWMP","drizzle, drizzling rain ","4912"
"riŋis","PMP","bare the teeth in smiling or laughing ","4918"
"riŋis","PWMP","bare the teeth in smiling or laughing ","4918"
"riŋis","PCEMP","bare the teeth in smiling or laughing ","4918"
"riŋis","PCMP","bare the teeth in smiling or laughing ","4918"
"riŋis","PWMP","cruel ","4919"
"ri(ŋ)kit","PWMP","touching or joined along the length ","4926"
"ripak","PWMP","split, crack ","4921"
"rimpuk","PMP","strike together ","4910"
"rimpuk","PWMP","strike together ","4910"
"rimpuk","PCEMP","strike together ","4910"
"rimpuk","PCMP","strike together ","4910"
"rimpuŋ","PMP","tie the feet together ","4911"
"rimpuŋ","PWMP","tie the feet together ","4911"
"rimpuŋ","PCEMP","tie the feet together ","4911"
"rimpuŋ","PCMP","tie the feet together ","4911"
"ripur","PWMP","extinction ","11520"
"riqas","PMP","split ","4913"
"riqas","PWMP","split ","4913"
"riqas","PCEMP","split ","4913"
"riqas","PCMP","split ","4913"
"ririq","POC","to boil, effervesce ","8758"
"riris","PEMP","cut, slice ","12077"
"riris","PSHWNG","cut, slice ","12077"
"riRus","POC","to bathe ","8109"
"risris","PWMP","light rustling sound ","4916"
"riSriS","PAN","hoe up weeds; weed a garden ","6653"
"ri(n)tas","PWMP","cut or tear off ","4923"
"rodrom","POC","dark, cloudy ","7568"
"rodrom","POC","to brood, keep still ","8068"
"rokaq","POC","open ","11920"
"roko","POC","stoop, bow, bend over ","7677"
"roko-roko","POC","to walk past in a stooping posture ","7678"
"rokuk","POC","bend over ","12066"
"rokuŋ","POC","bend, curve ","12015"
"rolos","POC","bowstring ","12068"
"roŋoR","POC","to hear; what is heard, news; to perceive by any sense other than sight ","8250"
"ropa","POC","fathom ","7749"
"roRas","POC","hasten ","12017"
"roRoŋ","POC","roaring sound ","12069"
"roRos","POC","a current; to flow ","12070"
"rotuk","POC","hit, beat ","11923"
"rua","POC","two ","7876"
"rua rua","POC","two by two, two at a time ","7912"
"rua rua","POC","doubt, hesitation, uncertainty; to doubt, hesitate, be of two minds ","7914"
"rubaŋ","PPH","to plant cuttings or transplant seedlings ","12328"
"rudrud","PWMP","scrape, rub ","4928"
"ru(n)duŋ","PMP","shelter ","4948"
"ru(n)duŋ","PWMP","shelter ","4948"
"ru(n)duŋ","PCEMP","shelter ","4948"
"ru(n)duŋ","PCMP","shelter ","4948"
"ru(ŋ)guŋ","PMP","thunder ","4949"
